  
%First row is distance from the fault
%Second row is displacement parallel to fault
%Third row is uncertainty (you can use this to plot error bars on data if you would like -- optional)
196.6588	0.0676	0.272
96.9544	0.1168	0.102
160.0105	0.0126	0.246
139.6418	0.1297	0.155
143.6824	0.1545	0.089
190.2285	0.0276	0.198
147.949	0.1302	0.284
185.5386	0.0491	0.180
184.0189	0.0408	0.030
183.7019	0.0443	0.131
148.4942	0.0933	0.190
157.5916	0.0436	0.207
134.1558	0.1122	0.129
141.9297	0.0703	0.297
169.5025	0.0288	0.232
88.5905	0.211	0.287
14.1281	0.8283	0.239
162.2056	0.039	0.062
81.3947	0.2315	0.292
79.4083	0.2373	0.242
73.7647	0.3235	0.267
72.4718	0.2912	0.260
68.7219	0.331	0.159
29.9682	1.0465	0.237
66.0379	0.3525	0.159
5.1135	3.1297	0.244
38.4497	0.6762	0.124
73.4072	0.051	0.209
80.5893	0.0978	0.169
18.7169	1.1206	0.166
32.0579	0.8109	0.121
54.0735	0.2739	0.260
53.8143	0.3319	0.261
38.0544	0.6178	0.049
41.9077	0.5852	0.178
39.7629	0.6083	0.283
42.8771	0.5727	0.122
43.6324	0.5166	0.128
44.5598	0.5351	0.242
25.1082	1.0048	0.195
42.9363	0.4485	0.165
44.7307	0.4712	0.288
44.7323	0.4581	0.242
44.1439	0.4816	0.110
42.6513	0.4833	0.193
42.2916	0.5274	0.108
41.4802	0.564	0.258
41.4239	0.517	0.120
75.5149	0.1813	0.256
36.6577	0.6099	0.093
15.3726	1.3101	0.249
47.9739	0.4034	0.230
69.312	0.2243	0.103
50.4249	0.3975	0.163
60.7034	0.2909	0.290
5.146	2.2872	0.249
53.8706	0.3336	0.165
1.5922	2.7996	0.153
78.472	0.2236	0.084
0.758	2.8194	0.032
2.737	2.6158	0.112
76.0425	0.0254	0.212
102.5782	0.0193	0.133
1.422	1.7465	0.082
9.5376	1.5066	0.153
13.9916	1.1512	0.137
14.7999	1.1392	0.274
18.0032	1.0013	0.082
21.5618	0.8418	0.083
24.2975	0.7697	0.064
112.664	0.1095	0.207
27.6357	0.6912	0.052
30.3858	0.6212	0.153
38.1239	0.5059	0.087
40.2691	0.4458	0.171
55.4612	0.3047	0.277
154.0457	0.0685	0.286
171.1073	0.0854	0.198
192.4609	0.0586	0.291
82.401	0.1594	0.237
80.572	0.0447	0.085
102.4164	0.0733	0.104
108.1482	0.1127	0.114
123.3663	0.0491	0.298
134.8821	0.022	0.262
141.2115	0.0358	0.162
146.3485	0.0512	0.224
149.0348	0.0564	0.252
161.5589	0.0565	0.229
183.5214	0.0385	0.228
192.3536	0.0513	0.208
